bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18216917,Swarmwise,Rick Falkvinge,"Falkvinge, Rick",,1463533152,9781463533151,0,4.15,CreateSpace Publishing Platform,ebook,281,2013,2013,,2019/03/13,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
34122206,The Secret Lives of Color,Kassia St. Clair,"Clair, Kassia St.",,0143131141,9780143131144,0,4.16,Penguin Books,Hardcover,320,2017,2016,,2019/03/12,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,0060899220,9780060899226,2,4.10,Ecco/Harper Perennial,Paperback,312,2007,2000,2019/03/11,2018/12/30,,,read,,,,1,,,0,,,,,
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,1405204265,9781405204262,5,3.99,Egmont Books,Paperback,176,2003,1982,2019/03/05,2017/08/17,,,read,,,,1,,,0,,,,,
90641,The Hidden Injuries of Class,Richard Sennett,"Sennett, Richard",Jonathan Cobb,039331085X,9780393310856,0,4.10,W. W. Norton  Company,Paperback,288,1993,1972,,2019/03/04,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"Wallace, David Foster",,0316068225,9780316068222,5,4.50,"Little, Brown and Company",Hardcover,138,2009,2009,2019/03/02,2019/03/02,,,read,,,,1,,,0,,,,,
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,0316219266,9780316219266,3,4.13,"Little, Brown and Company",Hardcover,384,2013,2013,2019/03/02,2017/06/09,,,read,,,,1,,,0,,,,,
17986275,Designing Together: The Collaboration and Conflict Management Handbook for Creative Professionals,Dan M. Brown,"Brown, Dan M.",,0133390942,9780133390940,0,3.95,New Riders Publishing,ebook,289,2013,2013,,2019/02/28,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
24810091,Managing Chaos: Digital Governance by Design,Lisa Welchman,"Welchman, Lisa",,1933820829,,0,3.78,Rosenfeld Media,,,2015,2015,,2019/02/28,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
36205015,"The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos",Christian Davenport,"Davenport, Christian",,1610398297,9781610398299,0,4.14,PublicAffairs,Hardcover,320,2018,2018,,2019/02/28,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
38799469,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,,,4,4.40,Knopf,Kindle Edition,353,2018,2018,,2018/07/02,,,read,,,,1,,,0,,,,,
24861842,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,"López-Alt, J. Kenji",,0393081087,9780393081084,5,4.15,W. W. Norton  Company,Hardcover,960,2015,2015,2019/02/24,2018/12/25,,,read,,,,1,,,0,,,,,
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max  Tegmark,"Tegmark, Max",,0451485076,9780451485076,4,4.04,Random House Audio Publishing Group,Audio CD,364,2017,2017,2019/02/24,2018/12/15,,,read,,,,1,,,0,,,,,
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,1400067553,9781400067558,0,3.98,Random House,Hardcover,278,2012,2012,,2017/01/01,paused,paused (#20),paused,,,,0,,,0,,,,,
25622861,Platform Revolution: How Networked Markets Are Transforming the Economy--and How to Make Them Work for You,Geoffrey G. Parker,"Parker, Geoffrey G.","Marshall W. Van Alstyne, Sangeet Paul Choudary",0393249131,9780393249132,5,4.03,W. W. Norton  Company,Hardcover,352,2016,2016,2019/02/11,2017/05/18,,,read,,,,2,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,1451648537,9781451648539,5,4.15,Simon & Schuster,Hardcover,627,2011,2011,2019/02/08,2014/11/09,,,read,,,,1,,,0,,,,,
30364138,Broad Strokes: 15 Women Who Made Art and Made History (in That Order),Bridget Quinn,"Quinn, Bridget",Lisa Congdon,1452152365,9781452152363,3,4.32,Chronicle Books,Hardcover,192,2017,2017,2018/11/10,2017/07/23,,,read,,,,1,,,0,,,,,
25168710,Making Music. 74 Creative Strategies for Electronic Music Producers,Dennis DeSantis,"DeSantis, Dennis",,,9783981716504,0,4.49,Ableton,Hardcover,340,2015,2015,,2019/02/02,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,0812973011,9780812973013,3,4.16,Random House Trade,Paperback,333,2004,2003,2019/01/28,2017/12/05,,,read,,,,1,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling",0751565350,9780751565355,0,3.54,"Little, Brown",Hardcover,343,2016,2016,,2019/01/10,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2019/01/10,2018/06/08,,,read,,,,1,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,0199678111,9780199678112,0,3.86,Oxford University Press,Hardcover,352,2014,2014,,2018/11/11,paused,paused (#19),paused,,,,0,,,0,,,,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,,,5,4.20,Anchor Books,Paperback,368,1999,1997,2019/01/02,2016/08/14,,,read,,,,1,,,0,,,,,
34467030,Troublemakers: Silicon Valley's Coming of Age,Leslie Berlin,"Berlin, Leslie",,1451651503,9781451651508,0,4.10,Simon  Schuster,Hardcover,512,2017,2017,,2018/12/30,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
7301855,Green Gone Wrong: How Our Economy Is Undermining the Environmental Revolution,Heather Rogers,"Rogers, Heather",,1416572228,9781416572220,0,3.76,Scribner,Hardcover,272,2010,2010,,2018/12/27,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
101048,All the Troubles of the World,Isaac Asimov,"Asimov, Isaac",Gary Kelley,0886822335,9780886822330,0,4.23,Creative Education,Hardcover,32,1989,1958,,2018/12/20,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,0804139296,9780804139298,3,4.18,Crown Business,Hardcover,195,2014,2014,2018/12/20,2018/11/13,,,read,,,,1,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,,,5,4.50,Crown,Hardcover,426,2018,2018,2018/12/13,2018/12/10,,,read,,,,1,,,0,,,,,
43278063,Drawings IV,Jake Parker,"Parker, Jake",,,,0,5.00,Jake Parker,Paperback,128,2017,,,2018/12/19,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,,,0,4.50,Balzer + Bray,Hardcover,454,2017,2017,,2018/12/19,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
43278048,Drawings III,Jake Parker,"Parker, Jake",,,,0,5.00,Jake Parker,Paperback,144,2016,,,2018/12/19,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
43277922,Drawings II,Jake Parker,"Parker, Jake",,,,0,5.00,Jake Parker,Paperback,128,2015,,,2018/12/19,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
42526890,Drawings,Jake Parker,"Parker, Jake",,0615842216,9780615842219,5,4.67,Unknown,Paperback,,,,2018/12/18,2018/12/18,,,read,,,,1,,,0,,,,,
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,0143037889,9780143037880,0,3.94,Penguin ,Paperback,652,2006,2005,,2018/12/15,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
41012533,Fear: Trump in the White House,Bob Woodward,"Woodward, Bob",,1501175513,9781501175510,3,3.86,Simon & Schuster,Hardcover,448,2018,2018,2018/12/15,2018/11/14,,,read,,,,1,,,0,,,,,
49464,Save the Cat: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Snyder, Blake",,1932907009,9781932907001,2,4.05,Michael Wiese Productions,Paperback,195,2005,2005,2018/11/11,2015/05/31,,,read,,,,1,,,0,,,,,
38812893,"Paper Girls, Vol. 5",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt  Wilson",1534308679,9781534308671,5,4.22,Image Comics,Paperback,128,2018,2018,2018/12/12,2018/07/04,,,read,,,,1,,,0,,,,,
36590426,Lands of Lost Borders: A Journey on the Silk Road,Kate  Harris,"Harris, Kate",,0062839349,9780062839343,4,3.91,Dey Street Books,Hardcover,320,2018,2018,2018/12/08,2018/12/03,,,read,,,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,0,4.38,Alfred A. Knopf,Hardcover,552,2006,2005,,2018/12/02,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,0345418905,9780345418906,3,4.19,Del Rey,Paperback,224,2005,1982,2018/11/19,2017/08/17,,,read,,,,1,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,,,0,3.99,Castle Books,Hardcover,703,2004,1859,,2014/08/22,paused,paused (#18),paused,,,,0,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,5,4.57,Scholastic Inc.,Paperback,652,2006,2005,2018/12/02,2018/06/08,,,read,,,,1,,,0,,,,,
10909804,Just My Type: A Book about Fonts,Simon Garfield,"Garfield, Simon",,1592406521,9781592406524,3,3.91,Gotham Books,Hardcover,384,2011,2010,2018/11/28,2016/08/14,,,read,,,,1,,,0,,,,,
39296107,Loading Penguin Hugs: Heartwarming Comics from Chibird,Jacqueline Chen,"Chen, Jacqueline",,1449494587,9781449494582,5,4.44,Andrews McMeel Publishing,Hardcover,88,2018,2018,2018/11/18,2018/11/14,,,read,,,,2,,,0,,,,,
650991,Another Field Guide to Little-Known and Seldom-Seen Birds of North America,Ben Sill,"Sill, Ben","Cathryn Sill, John C. Sill",0934601976,9780934601979,5,4.32,Peachtree Publishers,Paperback,71,1990,1990,,2018/11/11,,,read,,,,1,,,0,,,,,
650985,A Field Guide to Little-Known and Seldom-Seen Birds of North America,Ben Sill,"Sill, Ben",,0934601585,9780934601580,5,4.11,Peachtree Publishers,Paperback,73,1988,1988,,2018/11/11,,,read,,,,1,,,0,,,,,
326790,The Society of Mind,Marvin Minsky,"Minsky, Marvin",,0671657135,9780671657130,0,4.04,Simon  Schuster,Paperback,336,1988,1985,,2018/11/11,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
77100,"On the Far Side of the Mountain (Mountain, #2)",Jean Craighead George,"George, Jean Craighead",,0141312416,9780141312415,4,3.91,Puffin Books,Paperback,176,2001,1990,2018/11/10,2017/12/08,,,read,,,,1,,,0,,,,,
7318651,As Little Design as Possible,Sophie Lovell,"Lovell, Sophie","Jonathan Ive, Klaus Kemp",0714849189,9780714849188,0,4.40,Phaidon Press,Hardcover,400,2011,2010,,2018/11/09,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,0765377063,9780765377067,5,4.07,Tor Books,Hardcover,399,2014,2006,2018/11/01,2018/08/17,,,read,,,,1,,,0,,,,,
73800,The Minpins,Roald Dahl,"Dahl, Roald",Patrick Benson,0140549706,9780140549706,3,3.90,Puffin,Paperback,48,1994,1991,2018/11/05,2018/11/05,,,read,,,,1,,,0,,,,,
31456,The Twits,Roald Dahl,"Dahl, Roald",Quentin Blake,0141318309,9780141318301,4,3.97,Puffin Books,Paperback,96,2004,1980,2018/11/05,2018/11/05,,,read,,,,1,,,0,,,,,
28789721,The Song Machine: Inside the Hit Factory,John Seabrook,"Seabrook, John",,0393353281,9780393353280,2,3.93,W. W. Norton  Company,Paperback,368,2016,2015,2018/11/04,2018/06/28,,,read,,,,1,,,0,,,,,
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,0440227534,9780440227533,3,4.16,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2018/10/28,,,read,,,,1,,,0,,,,,
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,1594205582,9781594205583,4,4.14,Penguin Press,Hardcover,481,2017,2017,2018/07/22,2018/07/06,,,read,,,,1,,,0,,,,,
225111,"The Laws of Simplicity: Design, Technology, Business, Life",John Maeda,"Maeda, John",,0262134721,9780262134729,3,3.92,The MIT Press,Hardcover,100,2006,2006,2018/10/29,2016/08/14,,,read,,,,1,,,0,,,,,
10518163,Brand Thinking and Other Noble Pursuits,Debbie Millman,"Millman, Debbie",,1581158645,9781581158649,3,3.87,Allworth,Hardcover,256,2011,2011,2018/10/29,2016/08/14,,,read,,,,1,,,0,,,,,
36271740,Swipe to Unlock: The Primer on Technology and Business Strategy,Parth Detroja,"Detroja, Parth","Neel Mehta, Aditya Agashe",,,0,4.26,,Kindle Edition,325,2017,2017,,2018/10/28,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Edward G. Seidensticker, Thomas J. Harper, Charles Moore",0918172020,9780918172020,2,4.08,Leete's Island Books,Paperback,56,1977,1933,2018/10/22,2017/06/12,,,read,,,,1,,,0,,,,,
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,1451697384,9781451697384,3,4.15,Simon  Schuster,Hardcover,576,2014,2014,2018/02/27,2016/08/14,,,read,,,,1,,,0,,,,,
21423216,You're My Favorite Client,Mike Monteiro,"Monteiro, Mike",Austin Kleon,1937557146,9781937557140,0,4.26,A Book Apart,Paperback,127,2014,2014,,2015/06/05,paused,paused (#17),paused,,,,0,,,0,,,,,
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,0374104093,9780374104092,0,3.73,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2018/09/23,paused,paused (#15),paused,,,,0,,,0,,,,,
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,0007491565,9780007491568,5,3.98,Harper Voyager,Hardcover,227,2013,1953,,2018/10/20,,,read,,,,0,,,0,,,,,
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,0316156116,9780316156110,0,4.17,"Little, Brown and Company",Hardcover,343,2005,2005,,2018/10/20,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
158247,The Adventures of Captain Hatteras,Jules Verne,"Verne, Jules",William Butcher,0192804650,9780192804655,0,3.89,Oxford University Press,Paperback,448,2005,1866,,2018/10/20,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
36836025,The Electric State,Simon Stålenhag,"Stålenhag, Simon",,9187222671,9789187222672,0,4.43,Free League,Hardcover,143,2017,2017,,2018/10/20,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
35820393,Never Lost Again: The Google Mapping Revolution That Sparked New Industries and Augmented Our Reality,Bill Kilday,"Kilday, Bill",,0062673041,9780062673046,5,4.20,Harper Business,Hardcover,368,2018,2018,2018/10/16,2018/10/16,,,read,,,,1,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,0393609391,9780393609394,2,4.08,W. W. Norton  Company,Hardcover,208,2017,2017,2018/09/23,2018/09/21,,,read,,,,1,,,0,,,,,
34928122,Artemis,Andy Weir,"Weir, Andy",,0553448129,9780553448122,4,3.68,Crown,Hardcover,305,2017,2017,2018/09/21,2018/09/10,,,read,,,,1,,,0,,,,,
17563539,The Egg,Andy Weir,"Weir, Andy",,,,3,4.22,Andy Weir / Galactanet,ebook,3,2009,2009,2018/09/17,2018/09/17,,,read,,,,1,,,0,,,,,
31363843,The Unsplash Book,Unsplash,"Unsplash, Unsplash","Jory MacKay, Paul Jarvis, James Buckhouse, Kirby Ferguson, James Allworth, Stephanie Georgopulos, Jeffrey Zeldman, Lauren Bath, Tobias van Schneider, Mikael Cho, Lawrence Lessig, Ryan Merkley, Tymn Armstrong, Joshua Redmond",0995030618,9780995030619,4,3.50,Unsplash,Hardcover,252,,,2018/08/19,2018/08/19,,,read,,,,2,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,5,4.40,Crown,Hardcover,384,2014,2011,2018/09/16,2016/08/14,,,read,,,,1,,,0,,,,,
32870278,Copywrong to Copywriter,Tait Ischia,"Ischia, Tait",,,,4,3.95,,Paperback,,2016,,2018/08/19,2018/08/19,,,read,,,,1,,,0,,,,,
33916061,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,0399590560,9780399590566,4,4.38,One World,Hardcover,367,2017,2017,2018/08/09,2017/10/31,,,read,,,,1,,,0,,,,,
11299,after the quake,Haruki Murakami,"Murakami, Haruki",Jay Rubin,,,2,3.78,Vintage,Paperback,147,2003,2000,2018/06/09,2018/06/07,,,read,,,,1,,,0,,,,,
76479,A Field Guide to Getting Lost,Rebecca Solnit,"Solnit, Rebecca",,0143037242,9780143037248,3,3.94,Penguin Books,Paperback,209,2006,2005,2018/07/23,2017/09/16,,,read,,,,1,,,0,,,,,
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,0393351599,9780393351590,4,4.14,W. W. Norton  Company,Paperback,304,2015,2014,2018/07/29,2018/07/28,,,read,,,,1,,,0,,,,,
26,The Lost Continent: Travels in Small Town America,Bill Bryson,"Bryson, Bill",,0060920084,9780060920081,1,3.81,William Morrow Paperbacks,Paperback,299,1990,1989,2018/07/22,2018/07/22,,,read,,,,1,,,0,,,,,
118944,American Born Chinese,Gene Luen Yang,"Yang, Gene Luen",,1596431520,9781596431522,0,3.89,First Second,Paperback,240,2006,2006,,2018/07/08,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
1841447,The Art of Mœbius,Mœbius,"Mœbius, Mœbius",George Lucas,0871356104,9780871356109,0,4.30,Marvel Comics Group,Hardcover,96,1989,1989,,2018/07/04,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
29726952,The World of Edena,Mœbius,"Mœbius, Mœbius","Laure Dupont, Brandon Kander, Diana Schutz, Philip R. Simon",1506702163,9781506702162,0,4.20,Dark Horse Books,Hardcover,350,2016,2001,,2018/07/04,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
35989512,"Paper Girls, Vol. 4",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt  Wilson, Jared K. Fletcher",1534305106,9781534305106,5,4.16,Image Comics,Paperback,128,2018,2018,2018/07/04,2017/11/20,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,3,4.50,Scholastic Inc.,Paperback,870,2004,2003,2018/06/27,2018/06/08,,,read,,,,1,,,0,,,,,
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,0307353133,9780307353139,1,3.92,Crown Business,ebook,308,2007,2007,2017/06/26,2015/05/31,,,read,,,,1,,,0,,,,,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,,,5,4.38,Scribner,Hardcover,368,2017,2017,2018/06/14,2018/01/24,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,4.57,Scholastic,Paperback,734,2002,2000,2018/06/11,2017/12/09,,,read,,,,1,,,0,,,,,
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,1591842808,9781591842804,2,4.10,Portfolio,Hardcover,256,2009,2009,2018/06/08,2018/06/08,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9780439655484,5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2018/06/04,2017/12/09,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,2018/06/01,2017/12/09,,,read,,,,1,,,0,,,,,
13348065,Antarctica: An Intimate Portrait of the World's Most Mysterious Continent,Gabrielle Walker,"Walker, Gabrielle",,1408811103,9781408811108,0,4.25,Bloomsbury UK,Hardcover,391,2012,2012,,2018/05/22,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.22,Harper,Kindle Edition,450,2017,2015,2018/05/22,2018/05/16,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,,2,3.92,Harper,ebook,224,2016,2016,2018/05/11,2017/10/31,,,read,,,,1,,,0,,,,,
32620335,Woolly: The True Story of the Quest to Revive One of History's Most Iconic Extinct Creatures,Ben Mezrich,"Mezrich, Ben",,1501135554,9781501135552,0,3.51,Atria Books,Hardcover,304,2017,2017,,2018/04/04,paused,paused (#10),paused,,,,0,,,0,,,,,
32766486,Draw Your Weapons,Sarah Sentilles,"Sentilles, Sarah",,039959034X,9780399590344,4,4.41,Random House,Hardcover,320,2017,2017,2018/05/07,2018/05/05,,,read,,,,1,,,0,,,,,
34504722,"Paper Girls, Vol. 3",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt  Wilson, Jared K. Fletcher",1534302239,9781534302235,5,4.07,Image Comics,Paperback,128,2017,2017,2018/04/21,2017/11/20,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,,,5,4.48,Scholastic Inc,Hardcover,309,2003,1997,2018/04/04,2017/12/09,,,read,,,,1,,,0,,,,,
30781490,Word by Word: The Secret Life of Dictionaries,Kory Stamper,"Stamper, Kory",,110187094X,9781101870945,4,4.19,Pantheon Books,Hardcover,296,2017,2017,2018/03/18,2017/10/31,,,read,,,,1,,,0,,,,,
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,0440498058,9780440498056,5,3.99,Yearling Books,Paperback,211,1973,1962,2018/02/24,2016/08/14,,,read,,,,1,,,0,,,,,
